User Name: John	ID: 00030
Tuesday, October 25, 2016 3:34:33 PM	normal	show the summary of the user's accounts
Tuesday, October 25, 2016 3:34:34 PM	normal	clear PIN number
Tuesday, October 25, 2016 3:34:43 PM	normal	clear PIN number
Tuesday, October 25, 2016 3:34:45 PM	normal	select English as the user's language
Tuesday, October 25, 2016 3:34:46 PM	normal	type "1" in the PIN number
Tuesday, October 25, 2016 3:34:47 PM	normal	type "2" in the PIN number
Tuesday, October 25, 2016 3:34:47 PM	normal	type "3" in the PIN number
Tuesday, October 25, 2016 3:34:47 PM	normal	type "4" in the PIN number
Tuesday, October 25, 2016 3:34:48 PM	normal	clear PIN number
Tuesday, October 25, 2016 3:34:48 PM	normal	enter the PIN number and successfully sign in
Tuesday, October 25, 2016 3:39:18 PM	normal	select English as the user's language
Tuesday, October 25, 2016 3:39:19 PM	normal	type "1" in the PIN number
Tuesday, October 25, 2016 3:39:20 PM	normal	type "2" in the PIN number
Tuesday, October 25, 2016 3:39:20 PM	normal	type "3" in the PIN number
Tuesday, October 25, 2016 3:39:21 PM	normal	type "4" in the PIN number
Tuesday, October 25, 2016 3:39:22 PM	normal	clear PIN number
Tuesday, October 25, 2016 3:39:22 PM	normal	enter the PIN number and successfully sign in
Tuesday, October 25, 2016 3:39:24 PM	normal	click Cash tab
Tuesday, October 25, 2016 3:39:28 PM	normal	select the checking account to withdrawl cash

User Name: John	ID: 00030
Tuesday, October 25, 2016 3:42:38 PM	normal	select English as the user's language
Tuesday, October 25, 2016 3:42:40 PM	normal	type "1" in the PIN number
Tuesday, October 25, 2016 3:42:41 PM	normal	type "2" in the PIN number
Tuesday, October 25, 2016 3:42:41 PM	normal	type "3" in the PIN number
Tuesday, October 25, 2016 3:42:41 PM	normal	type "4" in the PIN number
Tuesday, October 25, 2016 3:42:42 PM	normal	clear PIN number
Tuesday, October 25, 2016 3:42:42 PM	normal	enter the PIN number and successfully sign in
Tuesday, October 25, 2016 3:42:45 PM	normal	click Account Info tab
Tuesday, October 25, 2016 3:42:47 PM	normal	show the details of the user's accounts
Tuesday, October 25, 2016 3:42:48 PM	normal	clear PIN number
Tuesday, October 25, 2016 3:42:49 PM	normal	show the details of the user's accounts
Tuesday, October 25, 2016 3:42:49 PM	normal	clear PIN number
Tuesday, October 25, 2016 3:42:50 PM	normal	show the details of the user's accounts
Tuesday, October 25, 2016 3:42:52 PM	normal	select English as the user's language
Tuesday, October 25, 2016 3:42:53 PM	normal	type "1" in the PIN number
Tuesday, October 25, 2016 3:42:54 PM	normal	type "2" in the PIN number
Tuesday, October 25, 2016 3:42:54 PM	normal	type "3" in the PIN number
Tuesday, October 25, 2016 3:42:54 PM	normal	type "4" in the PIN number
Tuesday, October 25, 2016 3:42:55 PM	normal	clear PIN number
Tuesday, October 25, 2016 3:42:55 PM	normal	enter the PIN number and successfully sign in
Tuesday, October 25, 2016 3:43:01 PM	normal	select English as the user's language
Tuesday, October 25, 2016 3:43:02 PM	normal	type "1" in the PIN number
Tuesday, October 25, 2016 3:43:02 PM	normal	type "2" in the PIN number
Tuesday, October 25, 2016 3:43:02 PM	normal	type "3" in the PIN number
Tuesday, October 25, 2016 3:43:03 PM	normal	type "4" in the PIN number
Tuesday, October 25, 2016 3:43:03 PM	normal	clear PIN number
Tuesday, October 25, 2016 3:43:03 PM	normal	enter the PIN number and successfully sign in
Tuesday, October 25, 2016 3:43:11 PM	normal	click Cash tab

User Name: John	ID: 00030
Tuesday, October 25, 2016 4:11:07 PM	normal	select English as the user's language
Tuesday, October 25, 2016 4:11:08 PM	normal	type "1" in the PIN number
Tuesday, October 25, 2016 4:11:08 PM	normal	type "3" in the PIN number
Tuesday, October 25, 2016 4:11:12 PM	normal	clear PIN number
Tuesday, October 25, 2016 4:11:13 PM	normal	type "1" in the PIN number
Tuesday, October 25, 2016 4:11:14 PM	normal	type "2" in the PIN number
Tuesday, October 25, 2016 4:11:14 PM	normal	type "3" in the PIN number
Tuesday, October 25, 2016 4:11:14 PM	normal	type "4" in the PIN number
Tuesday, October 25, 2016 4:11:15 PM	normal	clear PIN number
Tuesday, October 25, 2016 4:11:15 PM	normal	enter the PIN number and successfully sign in
Tuesday, October 25, 2016 4:16:10 PM	normal	select English as the user's language
Tuesday, October 25, 2016 4:16:11 PM	normal	type "1" in the PIN number
Tuesday, October 25, 2016 4:16:11 PM	normal	type "2" in the PIN number
Tuesday, October 25, 2016 4:16:12 PM	normal	type "3" in the PIN number
Tuesday, October 25, 2016 4:16:12 PM	normal	type "4" in the PIN number
Tuesday, October 25, 2016 4:16:13 PM	normal	clear PIN number
Tuesday, October 25, 2016 4:16:13 PM	normal	enter the PIN number and successfully sign in
Tuesday, October 25, 2016 4:16:16 PM	normal	click Transfer tab
Tuesday, October 25, 2016 4:16:18 PM	normal	transfer between the user's accounts
Tuesday, October 25, 2016 4:21:17 PM	normal	select English as the user's language
Tuesday, October 25, 2016 4:21:18 PM	normal	type "1" in the PIN number
Tuesday, October 25, 2016 4:21:18 PM	normal	type "2" in the PIN number
Tuesday, October 25, 2016 4:21:19 PM	normal	type "3" in the PIN number
Tuesday, October 25, 2016 4:21:19 PM	normal	type "4" in the PIN number
Tuesday, October 25, 2016 4:21:20 PM	normal	clear PIN number
Tuesday, October 25, 2016 4:21:20 PM	normal	enter the PIN number and successfully sign in
Tuesday, October 25, 2016 4:21:23 PM	normal	click Cash tab
Tuesday, October 25, 2016 4:21:28 PM	normal	select the checking account to withdrawl cash

User Name: John	ID: 00030
Tuesday, October 25, 2016 4:29:25 PM	normal	select English as the user's language
Tuesday, October 25, 2016 4:29:26 PM	normal	type "1" in the PIN number
Tuesday, October 25, 2016 4:29:26 PM	normal	type "2" in the PIN number
Tuesday, October 25, 2016 4:29:27 PM	normal	type "3" in the PIN number
Tuesday, October 25, 2016 4:29:27 PM	normal	type "4" in the PIN number
Tuesday, October 25, 2016 4:29:28 PM	normal	clear PIN number
Tuesday, October 25, 2016 4:29:28 PM	normal	enter the PIN number and successfully sign in
Tuesday, October 25, 2016 4:34:31 PM	normal	select English as the user's language
Tuesday, October 25, 2016 4:34:32 PM	normal	type "1" in the PIN number
Tuesday, October 25, 2016 4:34:32 PM	normal	type "2" in the PIN number
Tuesday, October 25, 2016 4:34:33 PM	normal	type "3" in the PIN number
Tuesday, October 25, 2016 4:34:33 PM	normal	type "4" in the PIN number
Tuesday, October 25, 2016 4:34:34 PM	normal	clear PIN number
Tuesday, October 25, 2016 4:34:34 PM	normal	enter the PIN number and successfully sign in
Tuesday, October 25, 2016 4:34:38 PM	normal	click Transfer tab
Tuesday, October 25, 2016 4:34:39 PM	normal	transfer between the user's accounts
Tuesday, October 25, 2016 4:39:46 PM	normal	select English as the user's language
Tuesday, October 25, 2016 4:39:47 PM	normal	type "1" in the PIN number
Tuesday, October 25, 2016 4:39:48 PM	normal	type "2" in the PIN number
Tuesday, October 25, 2016 4:39:49 PM	normal	type "3" in the PIN number
Tuesday, October 25, 2016 4:39:49 PM	normal	type "4" in the PIN number
Tuesday, October 25, 2016 4:39:50 PM	normal	clear PIN number
Tuesday, October 25, 2016 4:39:50 PM	normal	enter the PIN number and successfully sign in
Tuesday, October 25, 2016 4:39:53 PM	normal	click Cash tab
Tuesday, October 25, 2016 4:39:58 PM	normal	select the checking account to withdrawl cash

User Name: John	ID: 00030
Tuesday, October 25, 2016 4:58:04 PM	normal	select English as the user's language
Tuesday, October 25, 2016 4:58:05 PM	normal	type "1" in the PIN number
Tuesday, October 25, 2016 4:58:06 PM	normal	type "2" in the PIN number
Tuesday, October 25, 2016 4:58:06 PM	normal	type "3" in the PIN number
Tuesday, October 25, 2016 4:58:07 PM	normal	type "4" in the PIN number
Tuesday, October 25, 2016 4:58:07 PM	normal	clear PIN number
Tuesday, October 25, 2016 4:58:07 PM	normal	enter the PIN number and successfully sign in
Tuesday, October 25, 2016 5:03:09 PM	normal	select English as the user's language
Tuesday, October 25, 2016 5:03:10 PM	normal	type "1" in the PIN number
Tuesday, October 25, 2016 5:03:10 PM	normal	type "2" in the PIN number
Tuesday, October 25, 2016 5:03:11 PM	normal	type "3" in the PIN number
Tuesday, October 25, 2016 5:03:11 PM	normal	type "4" in the PIN number
Tuesday, October 25, 2016 5:03:12 PM	normal	clear PIN number
Tuesday, October 25, 2016 5:03:12 PM	normal	enter the PIN number and successfully sign in
Tuesday, October 25, 2016 5:03:15 PM	normal	click Transfer tab
Tuesday, October 25, 2016 5:03:17 PM	normal	transfer between the user's accounts
Tuesday, October 25, 2016 5:08:15 PM	normal	select English as the user's language
Tuesday, October 25, 2016 5:08:16 PM	normal	type "1" in the PIN number
Tuesday, October 25, 2016 5:08:17 PM	normal	type "2" in the PIN number
Tuesday, October 25, 2016 5:08:17 PM	normal	type "3" in the PIN number
Tuesday, October 25, 2016 5:08:18 PM	normal	type "4" in the PIN number
Tuesday, October 25, 2016 5:08:19 PM	normal	clear PIN number
Tuesday, October 25, 2016 5:08:19 PM	normal	enter the PIN number and successfully sign in
Tuesday, October 25, 2016 5:08:23 PM	normal	click Cash tab
Tuesday, October 25, 2016 5:08:27 PM	normal	select the checking account to withdrawl cash

User Name: John	ID: 00030
Tuesday, October 25, 2016 5:24:27 PM	normal	select English as the user's language
Tuesday, October 25, 2016 5:24:28 PM	normal	type "1" in the PIN number
Tuesday, October 25, 2016 5:24:28 PM	normal	type "2" in the PIN number
Tuesday, October 25, 2016 5:24:28 PM	normal	type "3" in the PIN number
Tuesday, October 25, 2016 5:24:29 PM	normal	type "4" in the PIN number
Tuesday, October 25, 2016 5:24:29 PM	normal	clear PIN number
Tuesday, October 25, 2016 5:24:29 PM	normal	enter the PIN number and successfully sign in
Tuesday, October 25, 2016 5:29:31 PM	normal	select English as the user's language
Tuesday, October 25, 2016 5:29:33 PM	normal	type "1" in the PIN number
Tuesday, October 25, 2016 5:29:33 PM	normal	type "2" in the PIN number
Tuesday, October 25, 2016 5:29:33 PM	normal	type "3" in the PIN number
Tuesday, October 25, 2016 5:29:34 PM	normal	type "4" in the PIN number
Tuesday, October 25, 2016 5:29:34 PM	normal	clear PIN number
Tuesday, October 25, 2016 5:29:34 PM	normal	enter the PIN number and successfully sign in
Tuesday, October 25, 2016 5:29:41 PM	normal	click Transfer tab
Tuesday, October 25, 2016 5:29:42 PM	normal	transfer between the user's accounts
Tuesday, October 25, 2016 5:34:36 PM	normal	select English as the user's language
Tuesday, October 25, 2016 5:34:38 PM	normal	type "1" in the PIN number
Tuesday, October 25, 2016 5:34:38 PM	normal	type "2" in the PIN number
Tuesday, October 25, 2016 5:34:39 PM	normal	type "3" in the PIN number
Tuesday, October 25, 2016 5:34:39 PM	normal	type "4" in the PIN number
Tuesday, October 25, 2016 5:34:40 PM	normal	clear PIN number
Tuesday, October 25, 2016 5:34:40 PM	normal	enter the PIN number and successfully sign in
Tuesday, October 25, 2016 5:34:41 PM	normal	click Cash tab
Tuesday, October 25, 2016 5:34:42 PM	normal	select the checking account to withdrawl cash

User Name: John	ID: 00030
Tuesday, October 25, 2016 5:52:56 PM	normal	select English as the user's language
Tuesday, October 25, 2016 5:52:57 PM	normal	type "1" in the PIN number
Tuesday, October 25, 2016 5:52:57 PM	normal	type "2" in the PIN number
Tuesday, October 25, 2016 5:52:58 PM	normal	type "3" in the PIN number
Tuesday, October 25, 2016 5:52:58 PM	normal	type "4" in the PIN number
Tuesday, October 25, 2016 5:52:59 PM	normal	clear PIN number
Tuesday, October 25, 2016 5:52:59 PM	normal	enter the PIN number and successfully sign in
Tuesday, October 25, 2016 5:53:21 PM	normal	click Account Info tab
Tuesday, October 25, 2016 5:53:22 PM	normal	show the summary of the user's accounts
Tuesday, October 25, 2016 5:53:23 PM	normal	clear PIN number
Tuesday, October 25, 2016 5:53:32 PM	normal	clear PIN number
Tuesday, October 25, 2016 5:53:33 PM	normal	select English as the user's language
Tuesday, October 25, 2016 5:53:34 PM	normal	type "1" in the PIN number
Tuesday, October 25, 2016 5:53:35 PM	normal	type "2" in the PIN number
Tuesday, October 25, 2016 5:53:35 PM	normal	type "3" in the PIN number
Tuesday, October 25, 2016 5:53:35 PM	normal	type "4" in the PIN number
Tuesday, October 25, 2016 5:53:36 PM	normal	clear PIN number
Tuesday, October 25, 2016 5:53:36 PM	normal	enter the PIN number and successfully sign in
Tuesday, October 25, 2016 5:53:38 PM	normal	click Transfer tab
Tuesday, October 25, 2016 5:53:39 PM	normal	transfer between the user's accounts
Tuesday, October 25, 2016 5:53:44 PM	normal	successfully transfer $50from the saving acount to the checking account
Tuesday, October 25, 2016 5:53:50 PM	normal	select English as the user's language
Tuesday, October 25, 2016 5:53:51 PM	normal	type "1" in the PIN number
Tuesday, October 25, 2016 5:53:51 PM	normal	type "2" in the PIN number
Tuesday, October 25, 2016 5:53:52 PM	normal	type "3" in the PIN number
Tuesday, October 25, 2016 5:53:52 PM	normal	type "4" in the PIN number
Tuesday, October 25, 2016 5:53:53 PM	normal	clear PIN number
Tuesday, October 25, 2016 5:53:53 PM	normal	enter the PIN number and successfully sign in
Tuesday, October 25, 2016 5:53:55 PM	normal	click Cash tab
Tuesday, October 25, 2016 5:53:56 PM	normal	select the checking account to withdrawl cash
Tuesday, October 25, 2016 5:53:56 PM	normal	type "1" in the withdrawl amount setting
Tuesday, October 25, 2016 5:53:57 PM	normal	type "0" in withdrawl amount setting
Tuesday, October 25, 2016 5:53:57 PM	normal	type "0" in withdrawl amount setting
Tuesday, October 25, 2016 5:54:00 PM	normal	successfully withdrawl cash $100 from the user's checking account

User Name: John	ID: 00030
Wednesday, October 26, 2016 10:12:47 AM	normal	select English as the user's language
Wednesday, October 26, 2016 10:12:49 AM	normal	type "1" in the PIN number
Wednesday, October 26, 2016 10:12:49 AM	normal	type "2" in the PIN number
Wednesday, October 26, 2016 10:12:49 AM	normal	type "3" in the PIN number
Wednesday, October 26, 2016 10:12:50 AM	normal	type "4" in the PIN number
Wednesday, October 26, 2016 10:12:50 AM	normal	clear PIN number
Wednesday, October 26, 2016 10:12:50 AM	normal	enter the PIN number and successfully sign in
Wednesday, October 26, 2016 10:12:56 AM	normal	click Account Info tab
Wednesday, October 26, 2016 10:12:57 AM	normal	show the summary of the user's accounts
Wednesday, October 26, 2016 10:12:58 AM	normal	clear PIN number
Wednesday, October 26, 2016 10:13:07 AM	normal	clear PIN number
Wednesday, October 26, 2016 10:13:09 AM	normal	select English as the user's language
Wednesday, October 26, 2016 10:13:09 AM	normal	type "1" in the PIN number
Wednesday, October 26, 2016 10:13:10 AM	normal	type "2" in the PIN number
Wednesday, October 26, 2016 10:13:10 AM	normal	type "3" in the PIN number
Wednesday, October 26, 2016 10:13:11 AM	normal	type "4" in the PIN number
Wednesday, October 26, 2016 10:13:11 AM	normal	clear PIN number
Wednesday, October 26, 2016 10:13:11 AM	normal	enter the PIN number and successfully sign in
Wednesday, October 26, 2016 10:13:13 AM	normal	click Transfer tab
Wednesday, October 26, 2016 10:13:15 AM	normal	transfer between the user's accounts
Wednesday, October 26, 2016 10:17:57 AM	normal	successfully transfer $50from the saving acount to the checking account
Wednesday, October 26, 2016 10:18:03 AM	normal	select English as the user's language
Wednesday, October 26, 2016 10:18:04 AM	normal	type "1" in the PIN number
Wednesday, October 26, 2016 10:18:04 AM	normal	type "2" in the PIN number
Wednesday, October 26, 2016 10:18:05 AM	normal	type "3" in the PIN number
Wednesday, October 26, 2016 10:18:05 AM	normal	type "4" in the PIN number
Wednesday, October 26, 2016 10:18:06 AM	normal	clear PIN number
Wednesday, October 26, 2016 10:18:06 AM	normal	enter the PIN number and successfully sign in
Wednesday, October 26, 2016 10:18:08 AM	normal	click Cash tab
Wednesday, October 26, 2016 10:18:20 AM	normal	select the checking account to withdrawl cash
Wednesday, October 26, 2016 10:18:20 AM	normal	type "1" in the withdrawl amount setting
Wednesday, October 26, 2016 10:18:21 AM	normal	type "0" in withdrawl amount setting
Wednesday, October 26, 2016 10:18:21 AM	normal	type "0" in withdrawl amount setting
Wednesday, October 26, 2016 10:18:22 AM	normal	successfully withdrawl cash $100 from the user's checking account

User Name: John	ID: 00030
2017年2月4日 11:09:08	normal	select English as the user's language

